agent,time,x,y
53,0.02,0.2864434803020793,0.5197231294824773
54,0.0,0.3683394734544906,0.2001225216730943
54,0.01,0.36949546068170835,0.20122864615400946
54,0.02,0.3706834614043671,0.20230031199410237
55,0.0,0.16289493578881475,0.6342984635964584
55,0.01,0.16379901053564716,0.6329784490543534
55,0.02,0.16465827893743398,0.6316288538044177
56,0.0,0.937913320724473,0.8561455054225772
56,0.01,0.9384639877387689,0.8546432739692297
56,0.02,0.9389899913343255,0.8531321285811463
57,0.0,0.6710515186697221,0.7343163142964724
57,0.01,0.6696022492518929,0.7336381324271174
57,0.02,0.6681594012065069,0.7329466346632709
58,0.0,0.2006697923323829,0.459783116537247
58,0.01,0.19933425408992053,0.4606642167600496
58,0.02,0.19799880259309985,0.4615454484514637
59,0.0,0.05913256246125298,0.3382025568369582
59,0.01,0.060575431823344225,0.33889393317366145
59,0.02,0.062002214606849536,0.3396179768425007
60,0.0,0.05560772732732966,0.7857379423271037
60,0.01,0.05509347078624793,0.7842228406171361
60,0.02,0.05458716563052353,0.7827050627540839
61,0.0,0.4141090564015818,0.27663253310716984
61,0.01,0.4125781013341222,0.2770974726794164
61,0.02,0.41105019794969416,0.27757234206972187
62,0.0,0.5261614674860376,0.4158771395104218
62,0.01,0.5258668244384197,0.414304528690186
62,0.02,0.5255403254533002,0.41273822824235895
63,0.0,0.9998619471388688,0.029215736281397953
63,0.01,0.0009298136283080183,0.028024241178458156
63,0.02,0.0019930385699404338,0.026828608089178047
64,0.0,0.10038055252604172,0.9082640454440184
64,0.01,0.10196341466106346,0.9080305854951924
64,0.02,0.10354932385442668,0.9078187985010617
65,0.0,0.7160634160738764,0.8773118326073659
65,0.01,0.7170561442529688,0.8760570529892083
65,0.02,0.7180614711993983,0.8748123454981371
66,0.0,0.44598908321658126,0.029976922959904395
66,0.01,0.44758463813157723,0.030096102362236074
66,0.02,0.4491800105800027,0.030217712108335893
67,0.0,0.71688236753053,0.89383827651115
67,0.01,0.7158805103181682,0.8950857170489104
67,0.02,0.7149142241686858,0.8963609133261836
68,0.0,0.6925066411005906,0.33423881242960785
68,0.01,0.6923090681825221,0.33265105878137957
68,0.02,0.6921187269118249,0.3310624220112534
69,0.0,0.1278360336728468,0.9009176797820655
69,0.01,0.12859339496710173,0.9023270949896884
69,0.02,0.12935260466672083,0.9037354989574
70,0.0,0.9298876489568614,0.05817791906058012
70,0.01,0.9283005685962247,0.05797505340145712
70,0.02,0.9267115373042019,0.05778808624679578
71,0.0,0.16743768871687192,0.7866625199120294
71,0.01,0.16894766968063565,0.7871935348325008
71,0.02,0.17046415460404904,0.7877058237477007
72,0.0,0.01689468880624123,0.49112011334948513
72,0.01,0.017371339685621996,0.49264742732689454
72,0.02,0.017816180622204573,0.49418435892803025
73,0.0,0.11282911934965811,0.44036952840576904
73,0.01,0.11441916334628606,0.44054769712173425
73,0.02,0.11601092760890763,0.4407099403850246
74,0.0,0.157386378432132,0.09953934517876739
74,0.01,0.15781778342890931,0.09799860023233464
74,0.02,0.15824452500224198,0.09645655954977828
75,0.0,0.020475677172508644,0.23286556858599627
75,0.01,0.02073281725309895,0.23444476887558935
75,0.02,0.020979086786071757,0.2360256972487736
76,0.0,0.27933482624536976,0.7875209437882579
76,0.01,0.2784425067346991,0.7888489951251428
76,0.02,0.2775715870230115,0.7901911694901778
77,0.0,0.38193675272116956,0.24650636124241654
77,0.01,0.3833767768056711,0.24580898736133228
77,0.02,0.38481754709218746,0.24511315641881237
78,0.0,0.17432480917883963,0.036485711534951504
78,0.01,0.17385489242522312,0.03495631284786633
78,0.02,0.17334802261727172,0.03343876562592661
79,0.0,0.6034213065741066,0.1569377703569016
79,0.01,0.604989039500967,0.1572575056880346
79,0.02,0.606556180189103,0.1575801034961322
80,0.0,0.3011648613478166,0.018690261827350008
80,0.01,0.30198870687608625,0.02006185143748903
80,0.02,0.30282351819953185,0.021426812510847437
81,0.0,0.42264954782796293,0.7970953200630682
81,0.01,0.4214822023025186,0.7960011455941668
81,0.02,0.4202937996280072,0.7949298735557956
82,0.0,0.1653552695040693,0.27393403710292497
82,0.01,0.16394231652256924,0.27318333382368537
82,0.02,0.1625341736821559,0.27242364645518896
83,0.0,0.8543217124867013,0.369157955423726
83,0.01,0.8544656469654547,0.370751415290827
83,0.02,0.8546550659648543,0.37234010671640805
84,0.0,0.2197537660692681,0.9373599141721453
84,0.01,0.2212213932928791,0.9367226876576246
84,0.02,0.2226944472671838,0.9360981137601624
85,0.0,0.5657673640846895,0.281026745168542
85,0.01,0.5645658357933314,0.2799701872905607
85,0.02,0.5633684202427618,0.2789089171699897
86,0.0,0.7284193759118442,0.3326852886929986
