,iteration,speed
192,192,"[0.1599974  0.1599996  0.15999743 0.15999976 0.15999969 0.15999993
 0.15999927 0.15999833 0.15999734 0.15999984]"
193,193,"[0.1599974  0.15999959 0.15999739 0.15999975 0.1599997  0.15999994
 0.15999922 0.15999841 0.15999735 0.15999983]"
194,194,"[0.1599974  0.15999958 0.15999736 0.15999974 0.15999971 0.15999995
 0.15999918 0.15999848 0.15999736 0.15999983]"
195,195,"[0.1599974  0.15999957 0.15999735 0.15999974 0.15999971 0.15999996
 0.15999914 0.15999853 0.15999737 0.15999983]"
196,196,"[0.1599974  0.15999956 0.15999734 0.15999973 0.15999972 0.15999997
 0.1599991  0.15999857 0.15999738 0.15999983]"
197,197,"[0.1599974  0.15999956 0.15999733 0.15999973 0.15999973 0.15999997
 0.15999908 0.15999858 0.15999739 0.15999983]"
198,198,"[0.1599974  0.15999955 0.15999733 0.15999972 0.15999973 0.15999998
 0.15999906 0.15999859 0.1599974  0.15999983]"
199,199,"[0.1599974  0.15999955 0.15999733 0.15999972 0.15999974 0.15999998
 0.15999905 0.15999859 0.15999741 0.15999983]"
200,200,"[0.1599974  0.15999955 0.15999733 0.15999971 0.15999975 0.15999999
 0.15999905 0.15999858 0.15999742 0.15999983]"
201,201,"[0.1599974  0.15999955 0.15999734 0.1599997  0.15999975 0.15999999
 0.15999906 0.15999858 0.15999743 0.15999983]"
