,iteration,speed
528,528,[0.16 0.13]
529,529,[0.16 0.13]
530,530,[0.16 0.13]
531,531,[0.16 0.13]
532,532,[0.16 0.13]
533,533,[0.16 0.13]
534,534,[0.16 0.13]
535,535,[0.16 0.13]
536,536,[0.16 0.13]
537,537,[0.16 0.13]
538,538,[0.16 0.13]
539,539,[0.16 0.13]
540,540,[0.16 0.13]
541,541,[0.16 0.13]
542,542,[0.16 0.13]
543,543,[0.16       0.12999999]
544,544,[0.16       0.12999999]
545,545,[0.16       0.12999999]
546,546,[0.16       0.12999999]
547,547,[0.16       0.12999999]
548,548,[0.16       0.12999999]
549,549,[0.16       0.12999999]
550,550,[0.16       0.12999999]
551,551,[0.16       0.12999999]
552,552,[0.16       0.12999999]
553,553,[0.16       0.12999998]
554,554,[0.16       0.12999998]
555,555,[0.16       0.12999998]
556,556,[0.16       0.12999998]
557,557,[0.16       0.12999997]
558,558,[0.16       0.12999997]
559,559,[0.16       0.12999997]
560,560,[0.16       0.12999996]
561,561,[0.16       0.12999995]
562,562,[0.16       0.12999995]
563,563,[0.16       0.12999994]
564,564,[0.16       0.12999993]
565,565,[0.16       0.12999991]
566,566,[0.16       0.12999989]
567,567,[0.16       0.12999987]
568,568,[0.16       0.12999984]
569,569,[0.16      0.1299998]
570,570,[0.16       0.12999974]
571,571,[0.16       0.12999967]
572,572,[0.16       0.12999955]
573,573,[0.16       0.12999938]
574,574,[0.16       0.12999912]
575,575,[0.16       0.12999868]
576,576,[0.16       0.12999792]
577,577,[0.16       0.12999653]
578,578,[0.16       0.12999397]
579,579,[0.16       0.12999005]
580,580,[0.16       0.12998689]
581,581,[0.16       0.12998707]
582,582,[0.16       0.12998893]
583,583,[0.16       0.12999059]
584,584,[0.16       0.12999169]
585,585,[0.16       0.12999237]
586,586,[0.16       0.12999276]
587,587,[0.16       0.12999295]
588,588,[0.16       0.12999302]
589,589,[0.16       0.12999299]
590,590,[0.16       0.12999288]
591,591,[0.16       0.12999272]
592,592,[0.16       0.12999251]
593,593,[0.16       0.12999227]
594,594,[0.16       0.12999199]
595,595,[0.16       0.12999169]
596,596,[0.16       0.12999136]
597,597,[0.16       0.12999102]
598,598,[0.16       0.12999066]
599,599,[0.16       0.12999029]
600,600,[0.16       0.12998992]
601,601,[0.16       0.12998954]
602,602,[0.16       0.12998917]
603,603,[0.16      0.1299888]
604,604,[0.16       0.12998845]
605,605,[0.16       0.12998811]
606,606,[0.16       0.12998779]
607,607,[0.16       0.12998749]
608,608,[0.16       0.12998723]
609,609,[0.16     0.129987]
610,610,[0.16      0.1299868]
611,611,[0.16       0.12998665]
612,612,[0.16       0.12998654]
613,613,[0.16       0.12998648]
614,614,[0.16       0.12998646]
615,615,[0.16       0.12998649]
616,616,[0.16       0.12998657]
617,617,[0.16      0.1299867]
618,618,[0.16       0.12998687]
619,619,[0.16       0.12998709]
620,620,[0.16       0.12998735]
621,621,[0.16       0.12998765]
622,622,[0.16       0.12998798]
623,623,[0.16       0.12998835]
624,624,[0.16       0.12998874]
625,625,[0.16       0.12998915]
626,626,[0.16       0.12998958]
627,627,[0.16       0.12999003]
628,628,[0.16       0.12999048]
629,629,[0.16       0.12999094]
630,630,[0.16      0.1299914]
631,631,[0.16       0.12999185]
632,632,[0.16       0.12999231]
633,633,[0.16       0.12999275]
634,634,[0.16       0.12999319]
635,635,[0.16       0.12999361]
636,636,[0.16       0.12999402]
637,637,[0.16       0.12999441]
638,638,[0.16       0.12999479]
639,639,[0.16       0.12999515]
640,640,[0.16      0.1299955]
641,641,[0.16       0.12999582]
642,642,[0.16       0.12999613]
643,643,[0.16       0.12999643]
644,644,[0.16      0.1299967]
645,645,[0.16       0.12999696]
646,646,[0.16      0.1299972]
647,647,[0.16       0.12999743]
648,648,[0.16       0.12999764]
649,649,[0.16       0.12999784]
650,650,[0.16       0.12999802]
651,651,[0.16       0.12999819]
652,652,[0.16       0.12999835]
653,653,[0.16       0.12999849]
654,654,[0.16       0.12999863]
655,655,[0.16       0.12999875]
656,656,[0.16       0.12999887]
657,657,[0.16       0.12999897]
658,658,[0.16       0.12999907]
659,659,[0.16       0.12999916]
660,660,[0.16       0.12999924]
661,661,[0.16       0.12999931]
662,662,[0.16       0.12999938]
663,663,[0.16       0.12999945]
664,664,[0.16      0.1299995]
665,665,[0.16       0.12999956]
666,666,[0.16      0.1299996]
667,667,[0.16       0.12999965]
668,668,[0.16       0.12999969]
669,669,[0.16       0.12999972]
670,670,[0.16       0.12999975]
671,671,[0.16       0.12999978]
672,672,[0.16       0.12999981]
673,673,[0.16       0.12999983]
674,674,[0.16       0.12999985]
675,675,[0.16       0.12999987]
676,676,[0.16       0.12999989]
677,677,[0.16      0.1299999]
678,678,[0.16       0.12999992]
679,679,[0.16       0.12999993]
680,680,[0.16       0.12999994]
681,681,[0.16       0.12999995]
682,682,[0.16       0.12999996]
683,683,[0.16       0.12999997]
684,684,[0.16       0.12999997]
685,685,[0.16       0.12999998]
686,686,[0.16       0.12999998]
687,687,[0.16       0.12999999]
688,688,[0.16       0.12999999]
689,689,[0.16       0.12999999]
690,690,[0.16       0.12999999]
691,691,[0.16 0.13]
692,692,[0.16 0.13]
693,693,[0.16 0.13]
694,694,[0.16 0.13]
695,695,[0.16 0.13]
696,696,[0.16 0.13]
697,697,[0.16 0.13]
698,698,[0.16 0.13]
699,699,[0.16 0.13]
700,700,[0.16 0.13]
701,701,[0.16 0.13]
702,702,[0.16 0.13]
703,703,[0.16 0.13]
704,704,[0.16 0.13]
705,705,[0.16 0.13]
706,706,[0.16       0.12999999]
707,707,[0.16       0.12999999]
708,708,[0.16       0.12999999]
709,709,[0.16       0.12999999]
710,710,[0.16       0.12999999]
711,711,[0.16       0.12999999]
712,712,[0.16       0.12999999]
713,713,[0.16       0.12999999]
714,714,[0.16       0.12999999]
715,715,[0.16       0.12999999]
716,716,[0.16       0.12999998]
717,717,[0.16       0.12999998]
718,718,[0.16       0.12999998]
719,719,[0.16       0.12999998]
720,720,[0.16       0.12999998]
721,721,[0.16       0.12999998]
722,722,[0.16       0.12999998]
723,723,[0.16       0.12999998]
724,724,[0.16       0.12999998]
725,725,[0.16       0.12999998]
726,726,[0.16       0.12999998]
