,iteration,speed
114,114,[0.16       0.12999997 0.11999998 0.29999994]
115,115,[0.16       0.12999997 0.11999998 0.29999994]
116,116,[0.16       0.12999997 0.11999998 0.29999994]
117,117,[0.16       0.12999997 0.11999998 0.29999994]
118,118,[0.16       0.12999997 0.11999998 0.29999994]
119,119,[0.16       0.12999997 0.11999998 0.29999994]
120,120,[0.16       0.12999997 0.11999998 0.29999994]
121,121,[0.16       0.12999997 0.11999998 0.29999994]
122,122,[0.16       0.12999997 0.11999998 0.29999995]
123,123,[0.16       0.12999997 0.11999998 0.29999995]
124,124,[0.16       0.12999997 0.11999998 0.29999995]
125,125,[0.16       0.12999997 0.11999998 0.29999995]
126,126,[0.16       0.12999997 0.11999998 0.29999995]
127,127,[0.16       0.12999997 0.11999998 0.29999995]
128,128,[0.15999999 0.12999997 0.11999998 0.29999995]
129,129,[0.15999999 0.12999997 0.11999998 0.29999995]
130,130,[0.15999999 0.12999997 0.11999998 0.29999995]
131,131,[0.15999999 0.12999997 0.11999998 0.29999995]
132,132,[0.15999999 0.12999997 0.11999998 0.29999995]
133,133,[0.15999999 0.12999997 0.11999998 0.29999995]
134,134,[0.15999999 0.12999997 0.11999998 0.29999995]
135,135,[0.15999999 0.12999997 0.11999998 0.29999995]
136,136,[0.15999999 0.12999997 0.11999998 0.29999995]
137,137,[0.15999999 0.12999997 0.11999998 0.29999995]
138,138,[0.15999999 0.12999997 0.11999998 0.29999995]
139,139,[0.15999999 0.12999997 0.11999998 0.29999995]
140,140,[0.15999999 0.12999997 0.11999998 0.29999995]
141,141,[0.15999999 0.12999997 0.11999998 0.29999995]
142,142,[0.15999999 0.12999997 0.11999998 0.29999995]
143,143,[0.15999999 0.12999997 0.11999998 0.29999995]
144,144,[0.15999999 0.12999997 0.11999998 0.29999995]
145,145,[0.15999999 0.12999997 0.11999998 0.29999995]
146,146,[0.15999999 0.12999997 0.11999998 0.29999995]
147,147,[0.15999999 0.12999997 0.11999998 0.29999995]
148,148,[0.15999999 0.12999997 0.11999998 0.29999995]
149,149,[0.15999999 0.12999997 0.11999998 0.29999995]
150,150,[0.15999999 0.12999997 0.11999998 0.29999995]
151,151,[0.15999999 0.12999997 0.11999998 0.29999995]
152,152,[0.15999999 0.12999997 0.11999998 0.29999995]
153,153,[0.15999999 0.12999997 0.11999998 0.29999995]
154,154,[0.15999999 0.12999997 0.11999998 0.29999995]
155,155,[0.15999999 0.12999997 0.11999998 0.29999996]
156,156,[0.15999999 0.12999997 0.11999998 0.29999996]
157,157,[0.15999999 0.12999997 0.11999998 0.29999996]
158,158,[0.15999999 0.12999997 0.11999998 0.29999996]
159,159,[0.15999999 0.12999997 0.11999998 0.29999996]
160,160,[0.15999999 0.12999997 0.11999998 0.29999996]
161,161,[0.15999999 0.12999997 0.11999998 0.29999996]
162,162,[0.15999999 0.12999997 0.11999998 0.29999996]
163,163,[0.15999999 0.12999997 0.11999998 0.29999996]
164,164,[0.15999999 0.12999997 0.11999998 0.29999996]
165,165,[0.15999999 0.12999997 0.11999998 0.29999996]
166,166,[0.15999999 0.12999997 0.11999998 0.29999996]
167,167,[0.15999999 0.12999997 0.11999998 0.29999996]
168,168,[0.15999999 0.12999997 0.11999998 0.29999996]
169,169,[0.15999999 0.12999997 0.11999998 0.29999996]
170,170,[0.15999999 0.12999997 0.11999998 0.29999996]
171,171,[0.15999999 0.12999997 0.11999998 0.29999996]
172,172,[0.15999999 0.12999997 0.11999998 0.29999996]
173,173,[0.15999999 0.12999997 0.11999998 0.29999996]
174,174,[0.15999999 0.12999997 0.11999998 0.29999996]
175,175,[0.15999999 0.12999997 0.11999998 0.29999996]
176,176,[0.15999999 0.12999997 0.11999998 0.29999996]
177,177,[0.15999999 0.12999997 0.11999998 0.29999996]
178,178,[0.15999999 0.12999997 0.11999998 0.29999996]
179,179,[0.15999999 0.12999997 0.11999998 0.29999996]
180,180,[0.15999999 0.12999997 0.11999998 0.29999996]
181,181,[0.15999999 0.12999997 0.11999998 0.29999996]
182,182,[0.15999999 0.12999997 0.11999999 0.29999996]
183,183,[0.15999999 0.12999997 0.11999999 0.29999996]
184,184,[0.15999999 0.12999997 0.11999999 0.29999996]
185,185,[0.15999999 0.12999997 0.11999999 0.29999996]
186,186,[0.15999999 0.12999997 0.11999999 0.29999996]
187,187,[0.15999999 0.12999997 0.11999999 0.29999996]
188,188,[0.15999999 0.12999997 0.11999999 0.29999996]
189,189,[0.15999999 0.12999997 0.11999999 0.29999996]
190,190,[0.15999999 0.12999997 0.11999999 0.29999996]
191,191,[0.15999999 0.12999997 0.11999999 0.29999997]
192,192,[0.15999999 0.12999997 0.11999999 0.29999997]
193,193,[0.15999999 0.12999997 0.11999999 0.29999997]
194,194,[0.15999999 0.12999997 0.11999999 0.29999997]
195,195,[0.15999999 0.12999997 0.11999999 0.29999997]
196,196,[0.15999999 0.12999997 0.11999999 0.29999997]
197,197,[0.15999999 0.12999997 0.11999999 0.29999997]
198,198,[0.15999999 0.12999997 0.11999999 0.29999997]
199,199,[0.15999999 0.12999997 0.11999999 0.29999997]
200,200,[0.15999999 0.12999997 0.11999999 0.29999997]
201,201,[0.15999999 0.12999997 0.11999999 0.29999997]
202,202,[0.15999999 0.12999997 0.11999999 0.29999997]
203,203,[0.15999999 0.12999997 0.11999999 0.29999997]
204,204,[0.15999999 0.12999997 0.11999999 0.29999997]
205,205,[0.15999999 0.12999997 0.11999999 0.29999997]
206,206,[0.15999999 0.12999997 0.11999999 0.29999997]
207,207,[0.15999999 0.12999997 0.11999999 0.29999997]
208,208,[0.15999999 0.12999997 0.11999999 0.29999997]
209,209,[0.15999999 0.12999997 0.11999999 0.29999997]
210,210,[0.15999999 0.12999997 0.11999999 0.29999997]
211,211,[0.15999999 0.12999997 0.11999999 0.29999997]
212,212,[0.15999999 0.12999997 0.11999999 0.29999997]
213,213,[0.15999999 0.12999997 0.11999999 0.29999997]
214,214,[0.15999999 0.12999997 0.11999999 0.29999997]
215,215,[0.15999999 0.12999997 0.11999999 0.29999997]
216,216,[0.15999999 0.12999997 0.11999999 0.29999997]
217,217,[0.15999999 0.12999997 0.11999999 0.29999997]
218,218,[0.15999999 0.12999997 0.11999999 0.29999997]
219,219,[0.15999999 0.12999997 0.11999999 0.29999997]
220,220,[0.15999999 0.12999997 0.11999999 0.29999997]
221,221,[0.15999999 0.12999997 0.11999999 0.29999997]
222,222,[0.15999999 0.12999997 0.11999999 0.29999997]
223,223,[0.15999999 0.12999997 0.11999999 0.29999997]
224,224,[0.15999999 0.12999997 0.11999999 0.29999997]
225,225,[0.15999999 0.12999997 0.11999999 0.29999997]
226,226,[0.15999998 0.12999997 0.11999999 0.29999997]
227,227,[0.15999998 0.12999997 0.11999999 0.29999997]
228,228,[0.15999998 0.12999997 0.11999999 0.29999997]
229,229,[0.15999998 0.12999997 0.11999999 0.29999997]
230,230,[0.15999998 0.12999997 0.11999999 0.29999997]
231,231,[0.15999998 0.12999997 0.11999999 0.29999997]
232,232,[0.15999998 0.12999997 0.11999999 0.29999997]
233,233,[0.15999998 0.12999997 0.11999999 0.29999997]
234,234,[0.15999998 0.12999997 0.11999999 0.29999998]
235,235,[0.15999998 0.12999997 0.11999999 0.29999998]
236,236,[0.15999998 0.12999997 0.11999999 0.29999998]
237,237,[0.15999998 0.12999997 0.11999999 0.29999998]
238,238,[0.15999998 0.12999997 0.11999999 0.29999998]
239,239,[0.15999998 0.12999997 0.11999999 0.29999998]
240,240,[0.15999998 0.12999997 0.11999999 0.29999998]
241,241,[0.15999998 0.12999997 0.11999999 0.29999998]
242,242,[0.15999998 0.12999997 0.11999999 0.29999998]
243,243,[0.15999998 0.12999997 0.11999999 0.29999998]
244,244,[0.15999998 0.12999997 0.11999999 0.29999998]
245,245,[0.15999998 0.12999997 0.11999999 0.29999998]
246,246,[0.15999998 0.12999997 0.11999999 0.29999998]
247,247,[0.15999998 0.12999997 0.11999999 0.29999998]
248,248,[0.15999998 0.12999997 0.11999999 0.29999998]
249,249,[0.15999998 0.12999997 0.11999999 0.29999998]
250,250,[0.15999998 0.12999997 0.11999999 0.29999998]
251,251,[0.15999998 0.12999997 0.11999999 0.29999998]
252,252,[0.15999998 0.12999997 0.11999999 0.29999998]
253,253,[0.15999998 0.12999997 0.11999999 0.29999998]
254,254,[0.15999998 0.12999997 0.11999999 0.29999998]
255,255,[0.15999998 0.12999997 0.11999999 0.29999998]
256,256,[0.15999998 0.12999997 0.11999999 0.29999998]
257,257,[0.15999998 0.12999997 0.11999999 0.29999998]
258,258,[0.15999998 0.12999997 0.11999999 0.29999998]
259,259,[0.15999998 0.12999997 0.11999999 0.29999998]
260,260,[0.15999998 0.12999997 0.11999999 0.29999998]
