,iteration,speed
586,586,[0.16 0.13]
587,587,[0.16 0.13]
588,588,[0.16 0.13]
589,589,[0.16 0.13]
590,590,[0.16 0.13]
591,591,[0.16 0.13]
592,592,[0.16 0.13]
593,593,[0.16 0.13]
594,594,[0.16 0.13]
595,595,[0.16 0.13]
596,596,[0.16 0.13]
597,597,[0.16 0.13]
598,598,[0.16 0.13]
599,599,[0.16 0.13]
600,600,[0.16 0.13]
601,601,[0.16 0.13]
602,602,[0.16 0.13]
603,603,[0.16 0.13]
604,604,[0.16 0.13]
605,605,[0.16 0.13]
606,606,[0.16 0.13]
607,607,[0.16 0.13]
608,608,[0.16 0.13]
609,609,[0.16 0.13]
610,610,[0.16 0.13]
611,611,[0.16 0.13]
612,612,[0.16 0.13]
613,613,[0.16 0.13]
614,614,[0.16 0.13]
615,615,[0.16 0.13]
616,616,[0.16 0.13]
617,617,[0.16 0.13]
618,618,[0.16 0.13]
619,619,[0.16 0.13]
620,620,[0.16 0.13]
621,621,[0.16 0.13]
622,622,[0.16 0.13]
623,623,[0.16 0.13]
624,624,[0.16 0.13]
625,625,[0.16 0.13]
626,626,[0.16 0.13]
627,627,[0.16 0.13]
628,628,[0.16 0.13]
629,629,[0.16 0.13]
630,630,[0.16 0.13]
631,631,[0.16 0.13]
632,632,[0.16 0.13]
633,633,[0.16 0.13]
634,634,[0.16 0.13]
635,635,[0.16 0.13]
636,636,[0.16 0.13]
637,637,[0.16 0.13]
638,638,[0.16 0.13]
639,639,[0.16 0.13]
640,640,[0.16 0.13]
641,641,[0.16 0.13]
642,642,[0.16 0.13]
643,643,[0.16 0.13]
644,644,[0.16 0.13]
645,645,[0.16 0.13]
646,646,[0.16 0.13]
647,647,[0.16 0.13]
648,648,[0.16 0.13]
649,649,[0.16 0.13]
650,650,[0.16 0.13]
651,651,[0.16 0.13]
652,652,[0.16 0.13]
653,653,[0.16 0.13]
654,654,[0.16 0.13]
655,655,[0.16 0.13]
656,656,[0.16 0.13]
657,657,[0.16 0.13]
658,658,[0.16 0.13]
659,659,[0.16 0.13]
660,660,[0.16 0.13]
661,661,[0.16 0.13]
662,662,[0.16 0.13]
663,663,[0.16 0.13]
664,664,[0.16 0.13]
665,665,[0.16 0.13]
666,666,[0.16 0.13]
667,667,[0.16 0.13]
668,668,[0.16 0.13]
669,669,[0.16 0.13]
670,670,[0.16 0.13]
671,671,[0.16 0.13]
672,672,[0.16 0.13]
673,673,[0.16 0.13]
674,674,[0.16 0.13]
675,675,[0.16 0.13]
676,676,[0.16 0.13]
677,677,[0.16 0.13]
678,678,[0.16 0.13]
679,679,[0.16 0.13]
680,680,[0.16 0.13]
681,681,[0.16 0.13]
682,682,[0.16 0.13]
683,683,[0.16 0.13]
684,684,[0.16 0.13]
685,685,[0.16 0.13]
686,686,[0.16 0.13]
687,687,[0.16 0.13]
688,688,[0.16 0.13]
689,689,[0.16 0.13]
690,690,[0.16 0.13]
691,691,[0.16 0.13]
692,692,[0.16 0.13]
693,693,[0.16 0.13]
694,694,[0.16 0.13]
695,695,[0.16 0.13]
696,696,[0.16 0.13]
697,697,[0.16 0.13]
698,698,[0.16 0.13]
699,699,[0.16 0.13]
700,700,[0.16 0.13]
701,701,[0.16 0.13]
702,702,[0.16 0.13]
703,703,[0.16 0.13]
704,704,[0.16 0.13]
705,705,[0.16 0.13]
706,706,[0.16 0.13]
707,707,[0.16 0.13]
708,708,[0.16 0.13]
709,709,[0.16 0.13]
710,710,[0.16 0.13]
711,711,[0.16 0.13]
712,712,[0.16 0.13]
713,713,[0.16 0.13]
714,714,[0.16 0.13]
715,715,[0.16 0.13]
716,716,[0.16 0.13]
717,717,[0.16 0.13]
718,718,[0.16 0.13]
719,719,[0.16 0.13]
720,720,[0.16 0.13]
721,721,[0.16 0.13]
722,722,[0.16 0.13]
723,723,[0.16 0.13]
724,724,[0.16 0.13]
725,725,[0.16 0.13]
726,726,[0.16 0.13]
727,727,[0.16 0.13]
728,728,[0.16 0.13]
729,729,[0.16 0.13]
730,730,[0.16 0.13]
731,731,[0.16 0.13]
732,732,[0.16 0.13]
733,733,[0.16 0.13]
734,734,[0.16 0.13]
735,735,[0.16 0.13]
736,736,[0.16 0.13]
737,737,[0.16 0.13]
738,738,[0.16 0.13]
739,739,[0.16 0.13]
740,740,[0.16 0.13]
741,741,[0.16 0.13]
742,742,[0.16 0.13]
743,743,[0.16 0.13]
744,744,[0.16 0.13]
745,745,[0.16 0.13]
746,746,[0.16 0.13]
747,747,[0.16 0.13]
748,748,[0.16 0.13]
749,749,[0.16 0.13]
750,750,[0.16 0.13]
751,751,[0.16 0.13]
752,752,[0.16 0.13]
753,753,[0.16 0.13]
754,754,[0.16 0.13]
755,755,[0.16 0.13]
756,756,[0.16 0.13]
757,757,[0.16 0.13]
758,758,[0.16 0.13]
