0,1,2,3,4,5,6,7,8,9
0.5001109412333055,0.5001109412333055,0.5001109412333055,0.5001109412333055,0.5001109412333055,0.5001109412333055,0.5001109412333055,0.5001109412333055,0.5001109412333055,0.5001109412333055
0.500072579034104,0.5001283067784318,0.49991226647446174,0.5002975281512401,0.5001882499449237,0.5001217801158662,0.5001064367815885,0.5001865485611338,0.5001629548664636,0.49987083534249976
0.5000340923020687,0.5001415857254363,0.4997053006741893,0.500490409369234,0.5002476992046957,0.5001437236557189,0.5001011125330324,0.5002553849058738,0.5002160767466688,0.49960797663537293
0.4999846789302251,0.5001124261848628,0.49948455219633026,0.5006899595975368,0.5003196473936857,0.5001768361122264,0.5001065844206002,0.5003290067461181,0.5002817713253439,0.49935423808542573
0.49993726385101595,0.500037621390336,0.49923981815925494,0.5008963588957,0.5004052479513761,0.500221164722999,0.5001227032825508,0.5003844788960428,0.5003598272737341,0.49911005929918195
0.49989895870060197,0.49997480692597307,0.49896699631180474,0.5011062206939279,0.5004872367509301,0.5002491762436994,0.5001492306298778,0.5004344167667124,0.5004086079359396,0.49887137670050274
0.49986870782244547,0.49992411145535526,0.49870338066313125,0.5013078929350424,0.5005471606868189,0.5002427948215482,0.5001790855867295,0.5004525294941075,0.5004296397421144,0.49861111355707954
0.4998513057563085,0.4998656767161942,0.49844912334221336,0.5015023173787033,0.5005884465835789,0.5002468451080615,0.5002044496203292,0.5004430163280338,0.5004613350995035,0.4983607195153612
0.49983113070037727,0.49981093889986966,0.4982042777997671,0.5017005331226982,0.5005819707704553,0.5002613407778875,0.5002152832462281,0.5003982142184864,0.500503286673348,0.4981208166894539
0.49982123691885616,0.4997674976465117,0.49796908371738363,0.5018948962636065,0.5005738378924689,0.5002864966071303,0.5002203740378671,0.5003425436000073,0.5005467091052749,0.49789210319043575
0.49982545123666144,0.49972877751797734,0.4977424920197228,0.5020824712889888,0.5005632694892309,0.5003226686264446,0.5002078977890339,0.5002898158858566,0.5005776924646907,0.4976750637423833
0.4998442865987298,0.4996811200166719,0.4975055528567372,0.5022788932844324,0.5005415019503598,0.5003498848977174,0.5001658630871042,0.500240526462663,0.500609571016124,0.49747017323748716
0.49987820758289186,0.49964515876825544,0.4972787268693724,0.502484544670061,0.5004961896051917,0.5003843777922105,0.5001313819250206,0.5001849939609154,0.5006325621847588,0.49727553327941165
0.49992281870948524,0.49962036131706283,0.49706098516965697,0.5026923325735912,0.5004516398280708,0.500429043468678,0.5001040815661878,0.5000974775672853,0.5006481314412096,0.49708788036239626
0.4999602748595543,0.4996065993144378,0.49685194557331036,0.5029005066848745,0.5003753500728895,0.5004569957321787,0.5000835241099819,0.5000139619984989,0.5006372053760161,0.4968878079080078
0.5000081613654888,0.49960375676085533,0.49665164291626285,0.5031171849638527,0.500311953801871,0.5004922786913255,0.5000693410134659,0.4999347040319981,0.5006323029167113,0.49669780842500905
0.5000710303337239,0.49958653322862845,0.49646010173864374,0.5033423411107436,0.5002610285423483,0.5005369813764756,0.5000612166394418,0.49980893762691386,0.5006238863472227,0.49652176120742275
