0,1,2,3
0.26730790131326276,0.26730790131326276,0.26730790131326276,0.26730790131326276
0.2670724821952994,0.26693004997546055,0.2671645841379188,0.2675127696541536
0.2668333365131468,0.26653479171104705,0.2669817810497707,0.2676952858246031
0.26658888969143263,0.2661238297015078,0.2667639719200045,0.2678554674781133
0.2663370953966713,0.265699060252272,0.2665164723441593,0.2679269979050229
0.26608258854522104,0.265262330623679,0.2662446338925038,0.26791179987480274
0.2658254094407852,0.26481532712310074,0.2659458656574371,0.26786499516076434
0.2655651253245499,0.2643595702582948,0.2656085137199312,0.2677861175485091
0.26530206704598475,0.26389647767968794,0.2652586347265521,0.2676795779251988
0.26503635739775616,0.263427220922034,0.2648987558177181,0.267551274818336
0.26476801843353087,0.2629140343964694,0.2645304687680749,0.26740589448954405
0.2644970998825594,0.26239069359552664,0.26415493014579045,0.2672469105608477
0.26422353087824174,0.2618643636230214,0.2637729605416645,0.26707661453070575
0.2639637200390618,0.26133567794267726,0.2633854187609693,0.2668964877917917
0.26373077772816794,0.26080532688565244,0.26299299727976744,0.2667075859209205
0.26349347657698335,0.26027376333275265,0.26259615357521665,0.26651060465200865
0.2632373306241198,0.2597412695338385,0.2621952955202437,0.26630560628843913
0.26296317185359086,0.25920462392728183,0.2617908156083081,0.26606995494583996
0.2626768886200269,0.2586315962181102,0.2613685947694965,0.26575253635838736
0.2623899143714188,0.2580589688482947,0.2609145061211928,0.26542812652295183
0.26210235570923474,0.2574151992547256,0.2604375236033298,0.2650846218101003
0.2618143257772259,0.2567361986893145,0.2599513109545199,0.26473513764073686
0.2615259441155204,0.2560580145717395,0.2594631250990918,0.2643783482146879
0.26123728806858826,0.25534311767178336,0.2589732613133449,0.26400017467607767
0.260948100477789,0.25462678584537785,0.2584819942862983,0.26360767732314516
0.2606500202832063,0.253901008080694,0.2579895768481294,0.26320959684953854
0.2603353852053498,0.2531757645969671,0.25749619988296907,0.26280700571290033
0.2600207903638321,0.252455142538845,0.257001827119256,0.26239288715542125
0.2597064014215328,0.25173566813739245,0.256506671222983,0.2619610649777188
0.25939224528421523,0.25101686301541204,0.2560110340061188,0.26152589337540605
0.2590561854421515,0.2502989492816533,0.2555152181691628,0.2610876470868999
0.258721068530344,0.24958218814211827,0.25501932126766996,0.26064658868253315
0.25838715647093274,0.24887143405777729,0.2545234251628911,0.2602029676680111
0.2580543413892936,0.24816446743716775,0.25402759385055473,0.25975701979678417
0.2577225073708418,0.2474593179209035,0.2535319565741307,0.2593089666061566
0.2573658342244634,0.24675623422350193,0.25304507255863024,0.25885871990791093
0.2569619306671434,0.2460543421362151,0.2525771868206449,0.2583883113910605
0.2565477775174115,0.2453434456488133,0.25210947812205453,0.25790685543404557
0.25613476015495334,0.2446191026797611,0.2516419385931969,0.25742380075585225
0.2557229660182826,0.24389812316872336,0.2511746569006601,0.2569393354739799
0.25527798753511705,0.24317030776166357,0.250707779867529,0.2564522283974101
0.25481395487232794,0.24240104671645502,0.2502413171586317,0.2559596380995706
0.2543517371519898,0.24163785891196513,0.2497752828454315,0.2554655286498637
0.25389214162195317,0.24088097671270706,0.24928937784276595,0.2549698720862317
0.2534459145961681,0.2401306333287348,0.2487926631557692,0.25447282319294984
0.2529638188624286,0.23938705697581175,0.2482881662775002,0.2539745260377789
0.2524791865642967,0.23865049403889957,0.2477791633585266,0.25347325991708086
0.251997773493556,0.2378917211436644,0.24727167692679514,0.25297088781570165
0.2515196986759749,0.2370985170081551,0.24675041185224875,0.25246757970597655
0.2510450471072172,0.23631502048249334,0.2462207457200568,0.25195481273191656
0.25057389382594425,0.2355414875561301,0.24569348745124175,0.2514406535756826
0.25009230061667626,0.2347781197254045,0.24515138441920908,0.2509204498950671
0.24960620465036534,0.23402701746726665,0.24456148568139446,0.25038802804437676
0.24911155097095977,0.2332874559009752,0.24397321984241596,0.2498549721308044
